PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,DOI,FCD sample size >200 ,Notes on Location information,Include
29685607,"Magnetoencephalographic Spike Analysis in Patients With Focal Cortical Dysplasia: What Defines a ""Dipole Cluster""?","Tanaka N, Papadelis C, Tamilia E, AlHilani M, Madsen JR, Pearl PL, Stufflebeam SM.",Pediatr Neurol. 2018 Jun;83:25-31. doi: 10.1016/j.pediatrneurol.2018.03.004. Epub 2018 Mar 15.,Tanaka N,Pediatr Neurol,2018,10.1016/j.pediatrneurol.2018.03.004,n,,
30107499,Interictal stereotactic-EEG functional connectivity in refractory focal epilepsies,"Lagarde S, Roehri N, Lambert I, Trebuchon A, McGonigal A, Carron R, Scavarda D, Milh M, Pizzo F, Colombet B, Giusiano B, Medina Villalon S, Guye M, B_nar CG, Bartolomei F.",Brain. 2018 Oct 1;141(10):2966-2980. doi: 10.1093/brain/awy214.,Lagarde S,Brain,2018,10.1093/brain/awy214,n,,
27387565,The diagnostic utility of 3D-ESI rotating and moving dipole methodology in the pre-surgical evaluation of MRI-negative childhood epilepsy due to focal cortical dysplasia,"Russo A, Lallas M, Jayakar P, Miller I, Hyslop A, Dunoyer C, Resnick T, Duchowny M.",Epilepsia. 2016 Sep;57(9):1450-7. doi: 10.1111/epi.13454. Epub 2016 Jul 8.,Russo A,Epilepsia,2016,10.1111/epi.13454,n,,
23530853,Surgical pathology of epilepsy-associated non-neoplastic cerebral lesions: a brief introduction with special reference to hippocampal sclerosis and focal cortical dysplasia,"Miyata H, Hori T, Vinters HV.",Neuropathology. 2013 Aug;33(4):442-58. doi: 10.1111/neup.12028. Epub 2013 Mar 27.,Miyata H,Neuropathology,2013,10.1111/neup.12028,n,,
16541293,Surgical outcome and prognostic factors of pediatric epilepsy caused by cortical dysplasia,"Park CK, Kim SK, Wang KC, Hwang YS, Kim KJ, Chae JH, Chi JG, Choe GY, Kim NR, Cho BK.",Childs Nerv Syst. 2006 Jun;22(6):586-92. doi: 10.1007/s00381-006-0085-8. Epub 2006 Mar 16.,Park CK,Childs Nerv Syst,2006,10.1007/s00381-006-0085-8,n,,
30420228,Current value of intraoperative electrocorticography (iopECoG),"Roessler K, Heynold E, Buchfelder M, Stefan H, Hamer HM.",Epilepsy Behav. 2019 Feb;91:20-24. doi: 10.1016/j.yebeh.2018.06.053. Epub 2018 Nov 9.,Roessler K,Epilepsy Behav,2019,10.1016/j.yebeh.2018.06.053,n,,
24679947,Drug-resistant focal sleep related epilepsy: results and predictors of surgical outcome,"Losurdo A, Proserpio P, Cardinale F, Gozzo F, Tassi L, Mai R, Francione S, Castana L, Lo Russo G, Casaceli G, Sartori I, Della Marca G, Cossu M, Nobili L.",Epilepsy Res. 2014 Jul;108(5):953-62. doi: 10.1016/j.eplepsyres.2014.02.016. Epub 2014 Mar 12.,Losurdo A,Epilepsy Res,2014,10.1016/j.eplepsyres.2014.02.016,n,,
25356416,Growth-associated protein 43 and progressive epilepsy in cortical dysplasia,"Ying Z, Najm I, Nemes A, Pinheiro-Martins AP, Alexopoulos A, Gonzalez-Martinez J, Bingaman W.",Ann Clin Transl Neurol. 2014 Jul;1(7):453-61. doi: 10.1002/acn3.69. Epub 2014 Jun 11.,Ying Z,Ann Clin Transl Neurol,2014,10.1002/acn3.69,n,,
25812941,Focal cortical dysplasias in temporal lobe epilepsy surgery: Challenge in defining unusual variants according to the last ILAE classification,"Martinoni M, Marucci G, Rubboli G, Volpi L, Riguzzi P, Marliani F, Toni F, Naldi I, Bisulli F, Tinuper P, Michelucci R, Baruzzi A, Giulioni M.",Epilepsy Behav. 2015 Apr;45:212-6. doi: 10.1016/j.yebeh.2015.01.022. Epub 2015 Mar 23.,Martinoni M,Epilepsy Behav,2015,10.1016/j.yebeh.2015.01.022,n,,
29097316,Quantitative surface analysis of combined MRI and PET enhances detection of focal cortical dysplasias,"Tan YL, Kim H, Lee S, Tihan T, Ver Hoef L, Mueller SG, Barkovich AJ, Xu D, Knowlton R.",Neuroimage. 2018 Feb 1;166:10-18. doi: 10.1016/j.neuroimage.2017.10.065. Epub 2017 Oct 31.,Tan YL,Neuroimage,2018,10.1016/j.neuroimage.2017.10.065,n,,
26764030,Whole-brain MRI phenotyping in dysplasia-related frontal lobe epilepsy,"Hong SJ, Bernhardt BC, Schrader DS, Bernasconi N, Bernasconi A.",Neurology. 2016 Feb 16;86(7):643-50. doi: 10.1212/WNL.0000000000002374. Epub 2016 Jan 13.,Hong SJ,Neurology,2016,10.1212/WNL.0000000000002374,n,,
19736171,Malformations of cortical development and epilepsies: neuropathological findings with emphasis on focal cortical dysplasia,"BlÙmcke I, Vinters HV, Armstrong D, Aronica E, Thom M, Spreafico R.",Epileptic Disord. 2009 Sep;11(3):181-93. doi: 10.1684/epd.2009.0261. Epub 2009 Sep 8.,BlÙmcke I,Epileptic Disord,2009,10.1684/epd.2009.0261,n,,
30141758,Predictors of seizure outcome following resective surgery for drug-resistant epilepsy associated with focal gliosis,"Dash GK, Rathore C, Jeyaraj MK, Wattamwar P, Sarma SP, Radhakrishnan K.",J Neurosurg. 2018 Aug 1:1-9. doi: 10.3171/2018.3.JNS172949. Online ahead of print.,Dash GK,J Neurosurg,2018,10.3171/2018.3.JNS172949,n,,
30546403,Surgical strategy for temporal lobe epilepsy with dual pathology and incomplete evidence from EEG and neuroimaging,"Luan L, Sun Y, Yang K.",Exp Ther Med. 2018 Dec;16(6):4886-4892. doi: 10.3892/etm.2018.6774. Epub 2018 Sep 19.,Luan L,Exp Ther Med,2018,10.3892/etm.2018.6774,n,,
20851605,Temporo-mesial extraventricular neurocytoma and cortical dysplasia in focal temporal lobe epilepsy,"Giulioni M, Martinoni M, Rubboli G, Marucci G, Marliani AF, Battaglia S, Badaloni F, Pozzati E, Calbucci F.",J Clin Neurosci. 2011 Jan;18(1):147-8. doi: 10.1016/j.jocn.2010.03.058. Epub 2010 Sep 20.,Giulioni M,J Clin Neurosci,2011,10.1016/j.jocn.2010.03.058,n,,
7851672,"Frontal and central lobe focal dysplasia: clinical, EEG and imaging features","Kuzniecky R, Morawetz R, Faught E, Black L.",Dev Med Child Neurol. 1995 Feb;37(2):159-66. doi: 10.1111/j.1469-8749.1995.tb11985.x.,Kuzniecky R,Dev Med Child Neurol,1995,10.1111/j.1469-8749.1995.tb11985.x,n,,
29336937,The combination of stereo-EEG and radiofrequency ablation,"Catenoix H, Bourdillon P, Gu_not M, Isnard J.",Epilepsy Res. 2018 May;142:117-120. doi: 10.1016/j.eplepsyres.2018.01.012. Epub 2018 Jan 9.,Catenoix H,Epilepsy Res,2018,10.1016/j.eplepsyres.2018.01.012,n,,
26984452,Current Topics in Epilepsy Surgery,Usui N.,Neurol Med Chir (Tokyo). 2016 May 15;56(5):228-35. doi: 10.2176/nmc.ra.2015-0328. Epub 2016 Mar 15.,Usui N,Neurol Med Chir (Tokyo),2016,10.2176/nmc.ra.2015-0328,n,,
22946727,Surgical treatment of epilepsy associated with cortical dysplasia: 2012 update,"Hauptman JS, Mathern GW.",Epilepsia. 2012 Sep;53 Suppl 4:98-104. doi: 10.1111/j.1528-1167.2012.03619.x.,Hauptman JS,Epilepsia,2012,10.1111/j.1528-1167.2012.03619.x,n,,
27566969,Outcomes of resective surgery in children and adolescents with focal lesional epilepsy: The experience of a tertiary epilepsy center,"Hirfanoglu T, Serdaroglu A, Kurt G, Erdem A, Capraz I, Bilir E, Vural O, Ucar M, Oner AY, Onal B, Akdemir O, Atay O, Arhan E, Aydin K.",Epilepsy Behav. 2016 Oct;63:67-72. doi: 10.1016/j.yebeh.2016.07.039. Epub 2016 Aug 25.,Hirfanoglu T,Epilepsy Behav,2016,10.1016/j.yebeh.2016.07.039,n,,
14617430,Focal cortical resection in malformations of cortical development,"Russo GL, Tassi L, Cossu M, Cardinale F, Mai R, Castana L, Colombo N, Bramerio M.",Epileptic Disord. 2003 Sep;5 Suppl 2:S115-23.,Russo GL,Epileptic Disord,2003,,n,,
9048669,"Occipital lobe developmental malformations and epilepsy: clinical spectrum, treatment, and outcome","Kuzniecky R, Gilliam F, Morawetz R, Faught E, Palmer C, Black L.",Epilepsia. 1997 Feb;38(2):175-81. doi: 10.1111/j.1528-1157.1997.tb01094.x.,Kuzniecky R,Epilepsia,1997,10.1111/j.1528-1157.1997.tb01094.x,n,,
26968448,Pathology-Based Approach to Seizure Outcome After Surgery for Pharmacoresistant Medial Temporal Lobe Epilepsy,"Martinoni M, Berti PP, Marucci G, Rubboli G, Volpi L, Riguzzi P, Marliani F, Toni F, Bisulli F, Tinuper P, Michelucci R, Baruzzi A, Giulioni M.",World Neurosurg. 2016 Jun;90:448-453. doi: 10.1016/j.wneu.2016.02.072. Epub 2016 Mar 9.,Martinoni M,World Neurosurg,2016,10.1016/j.wneu.2016.02.072,n,,
25368769,Emerging surgical strategies of intractable frontal lobe epilepsy with cortical dysplasia in terms of extent of resection,"Shin JH, Jung NY, Kim SP, Son EI.",J Korean Neurosurg Soc. 2014 Sep;56(3):248-53. doi: 10.3340/jkns.2014.56.3.248. Epub 2014 Sep 30.,Shin JH,J Korean Neurosurg Soc,2014,10.3340/jkns.2014.56.3.248,n,,
10094429,Intrinsic epileptogenicity of focal cortical dysplasia as revealed by magnetoencephalography and electrocorticography,"Morioka T, Nishio S, Ishibashi H, Muraishi M, Hisada K, Shigeto H, Yamamoto T, Fukui M.",Epilepsy Res. 1999 Feb;33(2-3):177-87. doi: 10.1016/s0920-1211(98)00096-5.,Morioka T,Epilepsy Res,1999,10.1016/s0920-1211(98)00096-5,n,,
20844446,"Extent of EEG epileptiform pattern distribution in ""focal"" cortical dysplasia","Jiang YJ, Ang LC, Blume WT.",J Clin Neurophysiol. 2010 Oct;27(5):309-11. doi: 10.1097/WNP.0b013e3181f38693.,Jiang YJ,J Clin Neurophysiol,2010,10.1097/WNP.0b013e3181f38693,n,,
20518612,Voxel-based morphometry and epilepsy,"Yasuda CL, Betting LE, Cendes F.",Expert Rev Neurother. 2010 Jun;10(6):975-84. doi: 10.1586/ern.10.63.,Yasuda CL,Expert Rev Neurother,2010,10.1586/ern.10.63,n,,
23551067,Is there evidence for clinical differences related to the new classification of temporal lobe cortical dysplasia?,"Fauser S, Essang C, AltenmÙller DM, Staack A, Steinhoff BJ, Strobl K, Bast T, Schubert-Bast S, Doostkam S, Zentner J, Schulze-Bonhage A.",Epilepsia. 2013 May;54(5):909-17. doi: 10.1111/epi.12147. Epub 2013 Mar 29.,Fauser S,Epilepsia,2013,10.1111/epi.12147,n,,
21569022,Hyperkinetic seizures in patients with temporal lobe epilepsy: clinical features and outcome after temporal lobe resection,"Staack AM, Bilic S, Wendling AS, Scholly J, Kraus U, Strobl K, Bodin F, Zentner J, Steinhoff BJ.",Epilepsia. 2011 Aug;52(8):1439-46. doi: 10.1111/j.1528-1167.2011.03100.x. Epub 2011 May 13.,Staack AM,Epilepsia,2011,10.1111/j.1528-1167.2011.03100.x,n,,
20013124,Surgery for extratemporal nonlesional epilepsy in children: a meta-analysis,"Ansari SF, Maher CO, Tubbs RS, Terry CL, Cohen-Gadol AA.",Childs Nerv Syst. 2010 Jul;26(7):945-51. doi: 10.1007/s00381-009-1056-7. Epub 2009 Dec 15.,Ansari SF,Childs Nerv Syst,2010,10.1007/s00381-009-1056-7,n,,
7600083,"Abnormalities of gyration, heterotopias, tuberous sclerosis, focal cortical dysplasia, microdysgenesis, dysembryoplastic neuroepithelial tumour and dysgenesis of the archicortex in epilepsy. Clinical, EEG and neuroimaging features in 100 adult patients","Raymond AA, Fish DR, Sisodiya SM, Alsanjari N, Stevens JM, Shorvon SD.",Brain. 1995 Jun;118 ( Pt 3):629-60. doi: 10.1093/brain/118.3.629.,Raymond AA,Brain,1995,10.1093/brain/118.3.629,n,,
28557904,Characteristics of EEG Seizure-Onset Patterns Recorded From Subdural Electrodes Over MRI-Visible Frontal Focal Cortical Dysplasia Type IIb Lesions,"Hirozawa D, Terada K, Matsuda K, Usui K, Usui N, Tottori T, Kondo A, Araki Y, Omote Y, Kashida Y, Mochizuki H, Inoue Y.",J Clin Neurophysiol. 2017 Sep;34(5):427-433. doi: 10.1097/WNP.0000000000000384.,Hirozawa D,J Clin Neurophysiol,2017,10.1097/WNP.0000000000000384,n,,
21172840,FDG-PET improves surgical outcome in negative MRI Taylor-type focal cortical dysplasias,"Chassoux F, Rodrigo S, Semah F, Beuvon F, Landre E, Devaux B, Turak B, Mellerio C, Meder JF, Roux FX, Daumas-Duport C, Merlet P, Dulac O, Chiron C.",Neurology. 2010 Dec 14;75(24):2168-75. doi: 10.1212/WNL.0b013e31820203a9.,Chassoux F,Neurology,2010,10.1212/WNL.0b013e31820203a9,n,,
11442154,Relevance of residual histologic and electrocorticographic abnormalities for surgical outcome in frontal lobe epilepsy,"Ferrier CH, Alarcon G, Engelsman J, Binnie CD, Koutroumanidis M, Polkey CE, Janota I, Dean A.",Epilepsia. 2001 Mar;42(3):363-71. doi: 10.1046/j.1528-1157.2001.06900.x.,Ferrier CH,Epilepsia,2001,10.1046/j.1528-1157.2001.06900.x,n,,
17923392,Tailored resections in occipital lobe epilepsy surgery guided by monitoring with subdural electrodes: characteristics and outcome,"Caicoya AG, MacarrÑn J, AlbÕsua J, Serratosa JM.",Epilepsy Res. 2007 Oct;77(1):1-10. doi: 10.1016/j.eplepsyres.2007.07.004. Epub 2007 Oct 17.,Caicoya AG,Epilepsy Res,2007,10.1016/j.eplepsyres.2007.07.004,n,,
28735141,Seizure Outcome of Patients with Magnetic Resonance Imaging-Negative Epilepsies: Still An Ongoing Debate,"Isler C, Ozkara C, Kucukyuruk B, Delil S, Oz B, Comunoglu N, Kizilkilic O, Kayhan A, Deniz K, Akkol S, Tanriverdi T, Uzan M.",World Neurosurg. 2017 Oct;106:638-644. doi: 10.1016/j.wneu.2017.07.046. Epub 2017 Jul 19.,Isler C,World Neurosurg,2017,10.1016/j.wneu.2017.07.046,n,,
28866334,Increasing volume and complexity of pediatric epilepsy surgery with stable seizure outcome between 2008 and 2014: A nationwide multicenter study,"Barba C, Specchio N, Guerrini R, Tassi L, De Masi S, Cardinale F, Pellacani S, De Palma L, Battaglia D, Tamburrini G, Didato G, Freri E, Consales A, Nozza P, Zamponi N, Cesaroni E, Di Gennaro G, Esposito V, Giulioni M, Tinuper P, Colicchio G, Rocchi R, Rubboli G, Giordano F, Lo Russo G, Marras CE, Cossu M.",Epilepsy Behav. 2017 Oct;75:151-157. doi: 10.1016/j.yebeh.2017.08.010. Epub 2017 Sep 15.,Barba C,Epilepsy Behav,2017,10.1016/j.yebeh.2017.08.010,n,,
10908202,Stereoelectroencephalography in focal cortical dysplasia: a 3D approach to delineating the dysplastic cortex,"Chassoux F, Devaux B, Landr_ E, Turak B, Nataf F, Varlet P, Chodkiewicz JP, Daumas-Duport C.",Brain. 2000 Aug;123 ( Pt 8):1733-51. doi: 10.1093/brain/123.8.1733.,Chassoux F,Brain,2000,10.1093/brain/123.8.1733,n,,
28888331,Hamartia in hippocampal sclerosis-associated mesial temporal lobe epilepsy,"Gawelek KL, Gales JM, Prayson RA.",Ann Diagn Pathol. 2018 Feb;32:63-66. doi: 10.1016/j.anndiagpath.2017.08.004. Epub 2017 Sep 6.,Gawelek KL,Ann Diagn Pathol,2018,10.1016/j.anndiagpath.2017.08.004,n,,
11254766,Predictors of outcome and pathological considerations in the surgical treatment of intractable epilepsy associated with temporal lobe lesions,"Hennessy MJ, Elwes RD, Honavar M, Rabe-Hesketh S, Binnie CD, Polkey CE.",J Neurol Neurosurg Psychiatry. 2001 Apr;70(4):450-8. doi: 10.1136/jnnp.70.4.450.,Hennessy MJ,J Neurol Neurosurg Psychiatry,2001,10.1136/jnnp.70.4.450,n,,
23667122,[Neuroimaging in epilepsy],"Yamao Y, Kunieda T, Kikuchi T, Matsuhashi M, Sawamoto N, Matsumoto R, Okada T, Miyamoto S, Ikeda A.",Brain Nerve. 2013 May;65(5):573-81.,Yamao Y,Brain Nerve,2013,,n,,
30782583,Epilepsy surgery in the first months of life: a large type IIb focal cortical dysplasia causing neonatal drug-resistant epilepsy,"Borggraefe I, Tacke M, Gerstl L, Leiz S, Coras R, BlÙmcke I, Giese A, Ertl-Wagner B, Thiel CT, Noachtar S, Peraud A.",Epileptic Disord. 2019 Feb 1;21(1):122-127. doi: 10.1684/epd.2019.1037.,Borggraefe I,Epileptic Disord,2019,10.1684/epd.2019.1037,n,,
24902755,Co-occurring malformations of cortical development and SCN1A gene mutations,"Barba C, Parrini E, Coras R, Galuppi A, Craiu D, Kluger G, Parmeggiani A, Pieper T, Schmitt-Mechelke T, Striano P, Giordano F, Blumcke I, Guerrini R.",Epilepsia. 2014 Jul;55(7):1009-19. doi: 10.1111/epi.12658. Epub 2014 Jun 5.,Barba C,Epilepsia,2014,10.1111/epi.12658,n,,
28123020,Dynamic Reconfiguration of Visuomotor-Related Functional Connectivity Networks,"Brovelli A, Badier JM, Bonini F, Bartolomei F, Coulon O, Auzias G.",J Neurosci. 2017 Jan 25;37(4):839-853. doi: 10.1523/JNEUROSCI.1672-16.2016.,Brovelli A,J Neurosci,2017,10.1523/JNEUROSCI.1672-16.2016,n,,
14617703,Surgery for drug resistant partial epilepsy in children with focal cortical dysplasia: anatomical-clinical correlations and neurophysiological data in 10 patients,"Francione S, Vigliano P, Tassi L, Cardinale F, Mai R, Lo Russo G, Munari C.",J Neurol Neurosurg Psychiatry. 2003 Nov;74(11):1493-501. doi: 10.1136/jnnp.74.11.1493.,Francione S,J Neurol Neurosurg Psychiatry,2003,10.1136/jnnp.74.11.1493,n,,
23641822,Seizure outcome in surgically treated drug-resistant mesial temporal lobe epilepsy based on the recent histopathological classifications,"Giulioni M, Marucci G, Martinoni M, Volpi L, Riguzzi P, Marliani AF, Bisulli F, Tinuper P, Tassinari CA, Michelucci R, Rubboli G.",J Neurosurg. 2013 Jul;119(1):37-47. doi: 10.3171/2013.3.JNS122132. Epub 2013 May 3.,Giulioni M,J Neurosurg,2013,10.3171/2013.3.JNS122132,n,,
24854960,Clinical relevance of source location in frontal lobe epilepsy and prediction of postoperative long-term outcome,"Mu J, Rampp S, Carrette E, Roessler K, Sommer B, Schmitt FC, De Tiège X, Hamer H, Boon P, Pauli E, Bluemcke I, Zhou D, Buchfelder M, Stefan H.",Seizure. 2014 Aug;23(7):553-9. doi: 10.1016/j.seizure.2014.04.006. Epub 2014 Apr 18.,Mu J,Seizure,2014,10.1016/j.seizure.2014.04.006,n,,
25565942,Functional network alterations and their structural substrate in drug-resistant epilepsy,"Caciagli L, Bernhardt BC, Hong SJ, Bernasconi A, Bernasconi N.",Front Neurosci. 2014 Dec 11;8:411. doi: 10.3389/fnins.2014.00411. eCollection 2014.,Caciagli L,Front Neurosci,2014,10.3389/fnins.2014.00411,n,,
23676963,Focal epilepsies associated with glioneuronal tumors: review article,"Giulioni M, Rubboli G, Marucci G, Martinoni M, Marliani AF, Bartiromo F, Calbucci F.",Panminerva Med. 2013 Jun;55(2):225-38.,Giulioni M,Panminerva Med,2013,,n,,
19506069,Multi-focal occurrence of cortical dysplasia in epilepsy patients,"Fauser S, Sisodiya SM, Martinian L, Thom M, Gumbinger C, Huppertz HJ, Hader C, Strobl K, Steinhoff BJ, Prinz M, Zentner J, Schulze-Bonhage A.",Brain. 2009 Aug;132(Pt 8):2079-90. doi: 10.1093/brain/awp145. Epub 2009 Jun 8.,Fauser S,Brain,2009,10.1093/brain/awp145,n,,
29398181,Utility of additional dedicated high-resolution 3T MRI in children with medically refractory focal epilepsy,"Ahmed R, Rubinger L, Go C, Drake JM, Rutka JT, Carter Snead O, Widjaja E.",Epilepsy Res. 2018 Jul;143:113-119. doi: 10.1016/j.eplepsyres.2018.01.002.,Ahmed R,Epilepsy Res,2018,10.1016/j.eplepsyres.2018.01.002,n,,
19046038,Occipital epilepsy: spatial categorization and surgical management,"Tandon N, Alexopoulos AV, Warbel A, Najm IM, Bingaman WE.",J Neurosurg. 2009 Feb;110(2):306-18. doi: 10.3171/2008.4.17490.,Tandon N,J Neurosurg,2009,10.3171/2008.4.17490,n,,
28477458,Surgical outcome of MRI-negative refractory extratemporal lobe epilepsy,"Shi J, Lacuey N, Lhatoo S.",Epilepsy Res. 2017 Jul;133:103-108. doi: 10.1016/j.eplepsyres.2017.04.010. Epub 2017 Apr 20.,Shi J,Epilepsy Res,2017,10.1016/j.eplepsyres.2017.04.010,n,,
24355699,Improved resection in lesional temporal lobe epilepsy surgery using neuronavigation and intraoperative MR imaging: favourable long term surgical and seizure outcome in 88 consecutive cases,"Roessler K, Sommer B, Grummich P, Coras R, Kasper BS, Hamer HM, Blumcke I, Stefan H, Buchfelder M.",Seizure. 2014 Mar;23(3):201-7. doi: 10.1016/j.seizure.2013.11.013. Epub 2013 Nov 27.,Roessler K,Seizure,2014,10.1016/j.seizure.2013.11.013,n,,
24508401,Early post-operative convulsive status epilepticus in a patient with drug-refractory temporal lobe epilepsy and type I focal cortical dysplasia,"Villani F, Pelliccia V, Didato G, Tringali G, Deleo F, Garbelli R, Rossini L, Spreafico R.",Seizure. 2014 May;23(5):399-401. doi: 10.1016/j.seizure.2014.01.006. Epub 2014 Jan 16.,Villani F,Seizure,2014,10.1016/j.seizure.2014.01.006,n,,
28441637,Subtle pathological changes in neocortical temporal lobe epilepsy,"Ochoa JG, Hentgarden D, Paulzak A, Ogden M, Pryson R, Lammle M, Rusyniak WG.",Epilepsy Behav. 2017 Jun;71(Pt A):17-22. doi: 10.1016/j.yebeh.2017.01.001. Epub 2017 Apr 22.,Ochoa JG,Epilepsy Behav,2017,10.1016/j.yebeh.2017.01.001,n,,
19945931,Temporal lobe epilepsy: neuropathological and clinical correlations in 243 surgically treated patients,"Tassi L, Meroni A, Deleo F, Villani F, Mai R, Russo GL, Colombo N, Avanzini G, Falcone C, Bramerio M, Citterio A, Garbelli R, Spreafico R.",Epileptic Disord. 2009 Dec;11(4):281-92. doi: 10.1684/epd.2009.0279. Epub 2009 Nov 30.,Tassi L,Epileptic Disord,2009,10.1684/epd.2009.0279,n,,
29219786,Periinsular anterior quadrantotomy: technical note,"Cossu G, Lebon S, Seeck M, Pralong E, Messerer M, Roulet-Perez E, Daniel RT.",J Neurosurg Pediatr. 2018 Feb;21(2):124-132. doi: 10.3171/2017.8.PEDS17339. Epub 2017 Dec 8.,Cossu G,J Neurosurg Pediatr,2018,10.3171/2017.8.PEDS17339,n,,
16529624,Prognostic factors in neocortical epilepsy surgery: multivariate analysis,"Yun CH, Lee SK, Lee SY, Kim KK, Jeong SW, Chung CK.",Epilepsia. 2006 Mar;47(3):574-9. doi: 10.1111/j.1528-1167.2006.00470.x.,Yun CH,Epilepsia,2006,10.1111/j.1528-1167.2006.00470.x,n,,
25979111,Outcome of surgery for temporal lobe epilepsy in adults - A cohort study,"Jayalakshmi S, Vooturi S, Vadapalli R, Somayajula S, Madigubba S, Panigrahi M.",Int J Surg. 2016 Dec;36(Pt B):443-447. doi: 10.1016/j.ijsu.2015.05.006. Epub 2015 May 12.,Jayalakshmi S,Int J Surg,2016,10.1016/j.ijsu.2015.05.006,n,,
28291425,Long-term outcomes of epilepsy surgery in 85 pediatric patients followed up for over 10 years: a retrospective survey,"Hosoyama H, Matsuda K, Mihara T, Usui N, Baba K, Inoue Y, Tottori T, Otsubo T, Kashida Y, Iida K, Hirano H, Hanaya R, Arita K.",J Neurosurg Pediatr. 2017 May;19(5):606-615. doi: 10.3171/2016.12.PEDS16197. Epub 2017 Mar 3.,Hosoyama H,J Neurosurg Pediatr,2017,10.3171/2016.12.PEDS16197,n,,
26676889,Short- and long-term surgical outcomes of temporal lobe epilepsy associated with hippocampal sclerosis: Relationships with neuropathology,"Deleo F, Garbelli R, Milesi G, Gozzo F, Bramerio M, Villani F, Cardinale F, Tringali G, Spreafico R, Tassi L.",Epilepsia. 2016 Feb;57(2):306-15. doi: 10.1111/epi.13277. Epub 2015 Dec 17.,Deleo F,Epilepsia,2016,10.1111/epi.13277,n,,
28098941,Posterior cortex epilepsy surgery in childhood and adolescence: Predictors of long-term seizure outcome,"Ramantani G, Stathi A, Brandt A, Strobl K, Schubert-Bast S, Wiegand G, Korinthenberg R, van Velthoven V, Zentner J, Schulze-Bonhage A, Bast T.",Epilepsia. 2017 Mar;58(3):412-419. doi: 10.1111/epi.13654. Epub 2017 Jan 18.,Ramantani G,Epilepsia,2017,10.1111/epi.13654,n,,
22902290,Posterior quadrant epilepsy surgery: predictors of outcome,"Davis KL, Murro AM, Park YD, Lee GP, Cohen MJ, Smith JR.",Seizure. 2012 Nov;21(9):722-8. doi: 10.1016/j.seizure.2012.07.017. Epub 2012 Aug 15.,Davis KL,Seizure,2012,10.1016/j.seizure.2012.07.017,n,,
32275215,Two-week rTMS-induced neuroimaging changes measured with fMRI in depression,"Zheng A, Yu R, Du W, Liu H, Zhang Z, Xu Z, Xiang Y, Du L.",J Affect Disord. 2020 Jun 1;270:15-21. doi: 10.1016/j.jad.2020.03.038. Epub 2020 Mar 20.,Zheng A,J Affect Disord,2020,10.1016/j.jad.2020.03.038,n,,
31583167,Are low-grade gliomas of mesial temporal area alone?,"Akgun MY, Cetintas SC, Kemerdere R, Yeni SN, Tanriverdi T.",Surg Neurol Int. 2019 Aug 30;10:170. doi: 10.25259/SNI_332_2019. eCollection 2019.,Akgun MY,Surg Neurol Int,2019,10.25259/SNI_332_2019,n,,
26575264,Resection of focal cortical dysplasia located in the upper pre-central gyrus,"Eldin SS, Iwasaki M, Nishio Y, Jin K, Nakasato N, Tominaga T.",Epileptic Disord. 2015 Dec;17(4):479-84. doi: 10.1684/epd.2015.0771.,Eldin SS,Epileptic Disord,2015,10.1684/epd.2015.0771,n,,
14758938,Cortical dysplastic lesions in children with intractable epilepsy: role of complete resection,"Hader WJ, Mackay M, Otsubo H, Chitoku S, Weiss S, Becker L, Snead OC 3rd, Rutka JT.",J Neurosurg. 2004 Feb;100(2 Suppl Pediatrics):110-7. doi: 10.3171/ped.2004.100.2.0110.,Hader WJ,J Neurosurg,2004,10.3171/ped.2004.100.2.0110,n,,
23323167,Magnetoencephalography interictal spike clustering in relation with surgical outcome of cortical dysplasia,"Jeong W, Chung CK, Kim JS.",J Korean Neurosurg Soc. 2012 Nov;52(5):466-71. doi: 10.3340/jkns.2012.52.5.466. Epub 2012 Nov 30.,Jeong W,J Korean Neurosurg Soc,2012,10.3340/jkns.2012.52.5.466,n,,
26696504,The diagnostic utility of 3D electroencephalography source imaging in pediatric epilepsy surgery,"Russo A, Jayakar P, Lallas M, Miller I, Hyslop A, Korman B, Dunoyer C, Resnick T, Duchowny M.",Epilepsia. 2016 Jan;57(1):24-31. doi: 10.1111/epi.13228. Epub 2015 Dec 23.,Russo A,Epilepsia,2016,10.1111/epi.13228,n,,
18637829,Focal decreases of cortical GABAA receptor binding remote from the primary seizure focus: what do they indicate?,"Juhàsz C, Asano E, Shah A, Chugani DC, Batista CE, Muzik O, Sood S, Chugani HT.",Epilepsia. 2009 Feb;50(2):240-50. doi: 10.1111/j.1528-1167.2008.01721.x. Epub 2008 Jul 14.,Juhàsz C,Epilepsia,2009,10.1111/j.1528-1167.2008.01721.x,n,,
11701275,Surgical treatment of West syndrome,"Asano E, Chugani DC, Juhàsz C, Muzik O, Chugani HT.",Brain Dev. 2001 Nov;23(7):668-76. doi: 10.1016/s0387-7604(01)00305-9.,Asano E,Brain Dev,2001,10.1016/s0387-7604(01)00305-9,n,,
9667593,Surgical outcome in occipital lobe epilepsy: implications for pathophysiology,"Aykut-Bingol C, Bronen RA, Kim JH, Spencer DD, Spencer SS.",Ann Neurol. 1998 Jul;44(1):60-9. doi: 10.1002/ana.410440112.,Aykut-Bingol C,Ann Neurol,1998,10.1002/ana.410440112,n,,
